category,word,sentence
Kinesthetic,Concrete,At first it was feared that such bars would have a tendency to slip through the concrete in which they were embedded but experiments have shown that if the bar is not painted but has a natural rusty surface a very considerable adhesion between the concrete and steel as much as cwt
Kinesthetic,Concrete,Many devices are used however to ensure the adhesion between concrete and bar being perfect
Kinesthetic,Concrete,The structures in which steel concrete is used may be analysed as consisting essentially of I walls columns piles beams slabs arches
Kinesthetic,Concrete,The steel reinforcement is generally applied in the form of vertical rods built in the wall at intervals with lighter horizontal rods which cross the vertical ones and thus form a network of steel which is buried in the concrete
Kinesthetic,Concrete,These rods assist in taking the weight and the whole network binds the concrete together and prevents it from FIG
Kinesthetic,Scrape,She did several dishes and then heard a chair scrape the floor behind her
Kinesthetic,Scrape,This is a nice scrape youve got me into isnt it
Kinesthetic,Scrape,Her skin grew so sensitive the scrape of sand and heat of his hands were almost orgasmic
Kinesthetic,Scrape,Finally she felt rocks scrape one leg and Lana lifted her head
Kinesthetic,Scrape,She heard herself scrape against the wall as she fell and was out before she hit the floor
Kinesthetic,Scrape,The two lowered their weapons in response and she sheathed her knives with a glance at the blood bubbling on the scrape on her arm
Kinesthetic,Scrape,Dictionary as to the alliance between the words shear and scrape it may be that Brownes hesitation as to the derivation of shearwater had more ground than at first appears
Kinesthetic,Scrape,As for most penitents all they cared for was to scrape through by the skin of their teeth
Kinesthetic,Scrape,With a clatter and scrape the rocking chair turned on its side and skid several feet across the porch
Kinesthetic,Scrape,In some places within my own remembrance the pines would scrape both sides of a chaise at once and women and children who were compelled to go this way to Lincoln alone and on foot did it with fear and often ran a good part of the distance
Kinesthetic,Scrape,Reaching the wall Deidre ignored the scrape of concrete against her hands and knees as she clambered on top
Kinesthetic,Scrape,Ahorizontal shaft runs lengthways through the trough and is provided with stirring blades arranged in such a manner that they constantly scrape the bottom so that the salts cannot burn fast upon it and are at the same time moved forward towards one of the ends of the trough where they are automatically removed by means of a chain of buckets
Kinesthetic,Scrape,Their chief importance however is that in Lapland and other northern countries they supply the winter food of the reindeer and other animals who scrape away the snow and eagerly feed upon them
Kinesthetic,Scrape,Collier afterwards Lord Monkswell qv the Ewelme rectory case the significant Odo Russell Lord Ampthill episode to help the government out of a scrape the ambassador was accused of exceeding his instructions told yet more
Kinesthetic,Scrape,The royal pupils spent their lesson hours as Nicholas afterwards confessed partly in dreaming partly in drawing all sorts of nonsense in the end cramming just enough to scrape through their examinations without discredit
Kinesthetic,Scrape,They looked like anatomies of death they did eat the dead carrion and one another soon after insomuch as the very carcasses they spared not to scrape out of their graves
